word,count_a,count_b,total_count,log_odds,z_score,variance
veteran,41,70,111,0.7318301872964925,3.7212605302237933,0.03867590513415922
wait,10,5,15,1.9564465187488587,3.571968973971059,0.29999955132879363
kyle,8,1,9,3.3425010561233686,3.15134787591991,1.1249945318398846
reliable,7,1,8,3.2086987920977386,3.001469297061185,1.142852259376102
need,11,11,22,1.2631110024723666,2.9622596483101318,0.18181796428053612
white,7,4,11,1.8221774580675678,2.9071915281376213,0.3928565972789819
brought,6,1,7,3.054277318112197,2.8277165472078716,1.1666623627572412
time,12,15,27,1.0399320879522227,2.685094751675323,0.14999981604473656
young,3,51,54,-1.5753420947620107,-2.6517094079617434,0.3529375747138136
smart,5,1,6,2.871685046499331,2.6214818741280723,1.1999962670625202
sure,5,1,6,2.871685046499331,2.6214818741280723,1.1999962670625202
ryan,5,2,7,2.178462697054674,2.6037631984727128,0.6999987855969723
cole,5,2,7,2.178462697054674,2.6037631984727128,0.6999987855969723
make,42,224,266,-0.41890514787754807,-2.4912898040763167,0.028273716143566052
texans,16,26,42,0.7778101400689765,2.44791262260768,0.10096140314665461
savvy,6,5,11,1.444535504211295,2.3855733222664695,0.36666622065407917
wow,10,13,23,1.0003216618201725,2.378196307316449,0.17692285791481294
always,9,11,20,1.0618972193297438,2.362573607345321,0.20201995542871576
exactly,18,32,50,0.6880366190932277,2.335275358231617,0.08680543402599672
awareness,5,4,9,1.4851629176830894,2.213951518628074,0.4499994481342096
example,2,34,36,-1.5743037548222816,-2.1636845961840923,0.5294063620707204
falcons,14,24,38,0.7239313050966087,2.152660273557675,0.11309508264573107
pass,18,34,52,0.6272581430057027,2.1518929433921183,0.0849671973395621
side,4,43,47,-1.116150652395155,-2.1352047183107907,0.27325404146097776
ravens,2,33,35,-1.5443741186199205,-2.1207653142290357,0.5302977766251443
broncos,2,33,35,-1.5443741186199205,-2.1207653142290357,0.5302977766251443
bengals,4,42,46,-1.0925432792747127,-2.0879291192729776,0.27380778831221486
towards,8,11,19,0.9438427754218193,2.0312550805937573,0.2159088193733112
front,4,3,7,1.5495068955644156,2.028782018182513,0.5833326063195536
place,4,3,7,1.5495068955644156,2.028782018182513,0.5833326063195536
carrier,19,110,129,-0.4983870067163281,-2.006068570858525,0.06172226788966638
tackling,5,5,10,1.2619428337808483,1.9953080094879032,0.3999995214171795
effort,5,5,10,1.2619428337808483,1.9953080094879032,0.3999995214171795
swing,6,7,13,1.1079100508269768,1.991396475733536,0.3095234347831594
gap,6,7,13,1.1079100508269768,1.991396475733536,0.3095234347831594
