word,count_a,count_b,total_count,log_odds,z_score,variance
grit,13,7,20,2.8070950448311427,5.987743309493732,0.21977985717310405
determination,15,31,46,1.4616472904233868,4.647191058506476,0.09892455741504835
running,9,23,32,1.2458284432982563,3.168610567174747,0.1545890582394942
shows,7,17,24,1.2958921168058106,2.8856066660622903,0.20168027775123276
willingness,3,2,5,2.587088080584044,2.8340151144258994,0.8333320898396931
effort,5,10,15,1.4892234697932363,2.71893996592145,0.29999948347203487
sharpening,3,3,6,2.181546874452775,2.6718401862948076,0.6666657483942859
met,17,74,91,0.7147955037112537,2.65767653348308,0.07233681462246337
head,9,29,38,1.0135664820902184,2.6563250875377262,0.14559351551781874
wall,17,76,93,0.6879731407682392,2.5642594684570312,0.07198119143566604
every,5,12,17,1.3067488019848579,2.454955907570953,0.283332783709471
powering,4,8,12,1.4886968535158598,2.431033874696328,0.37499935434004356
find,7,22,29,1.0376797038327856,2.391251202547233,0.18831123944643552
snapped,14,62,76,0.6964394730675707,2.3536243080438277,0.08755732302223687
after,5,128,133,-1.0692988485473114,-2.3456710073170344,0.20780883056459248
speed,6,138,144,-0.9622964758564194,-2.307524197006848,0.17391028349526044
league,4,9,13,1.370837321065598,2.281213309559209,0.361110441006532
fight,4,9,13,1.370837321065598,2.281213309559209,0.361110441006532
clear,5,14,19,1.152444971196446,2.212039556143012,0.2714279812517836
develop,5,14,19,1.152444971196446,2.212039556143012,0.2714279812517836
needed,3,6,9,1.488170675840892,2.104592964702773,0.4999991391200581
closing,2,3,5,1.7754032272863292,1.9448582435562434,0.8333320898396931
lanes,2,3,5,1.7754032272863292,1.9448582435562434,0.8333320898396931
opportunities,5,17,22,0.9580591680578339,1.8831764135672358,0.25882287092565387
explosiveness,3,8,11,1.2003357517999165,1.7730152654414533,0.45833237321351716
inch,3,8,11,1.2003357517999165,1.7730152654414533,0.45833237321351716
break,5,99,104,-0.810149863956724,-1.767478997361983,0.2100981378203193
lack,2,4,6,1.4876449361478619,1.7177858874951548,0.7499987086800871
spins,2,4,6,1.4876449361478619,1.7177858874951548,0.7499987086800871
tackler,2,59,61,-1.2078052469998832,-1.679876732574793,0.5169386379395077
modest,9,141,150,-0.576530813838013,-1.6769111715296838,0.11820202913104444
defenders,20,120,140,0.39239602765121795,1.6246773558315852,0.058333085591923496
impact,3,9,12,1.0824762671758696,1.623716264529899,0.4444434241430172
significant,6,26,32,0.7154876624696893,1.5797564672693294,0.2051275603466198
him,9,135,144,-0.5325813018031171,-1.5470169105258955,0.11851728872553166
ultimately,8,39,47,0.598068373835793,1.5409195495935035,0.15064049859369355
middle,2,5,7,1.2644251143532097,1.5112785802302147,0.6999986019314657
separate,2,5,7,1.2644251143532097,1.5112785802302147,0.6999986019314657
charging,5,21,26,0.7464435876799653,1.5000496392500977,0.24761829076426708
close,3,64,67,-0.8833974004165217,-1.4954521701521748,0.3489531951189031
surprising,3,10,13,0.9770392909265988,1.4842310866517783,0.43333224900825257
instincts,6,96,102,-0.596147070847131,-1.4166643736179907,0.17708137440229935
something,5,22,27,0.6998469334389839,1.4125967947382279,0.24545376323618434
changing,1,36,37,-1.4058385328809262,-1.3867277904964148,1.0277522766713392
quickly,11,62,73,0.4532270113141381,1.3853114112603193,0.1070376945902635
defender,3,60,63,-0.8185517063827685,-1.383614467472335,0.3499951670807513
cost,1,35,36,-1.3775914787169814,-1.3583399003349335,1.0285466155582093
steam,3,11,14,0.8816526404713851,1.3536022068863354,0.42424127324178096
turned,10,56,66,0.4594787104652074,1.3384073208060878,0.11785667381933204
bigger,4,70,74,-0.6851128772336788,-1.3326862348449962,0.26428251866374236
even,2,6,8,1.0820272582409673,1.3252088563639488,0.6666651362145257
stumbling,2,6,8,1.0820272582409673,1.3252088563639488,0.6666651362145257
guessing,2,6,8,1.0820272582409673,1.3252088563639488,0.6666651362145257
step,2,6,8,1.0820272582409673,1.3252088563639488,0.6666651362145257
explosive,2,45,47,-0.9358576242292358,-1.2950468505689747,0.522214114081937
past,6,30,36,0.5720800105854016,1.2792120828307822,0.19999928374942513
evade,6,30,36,0.5720800105854016,1.2792120828307822,0.19999928374942513
exploit,6,30,36,0.5720800105854016,1.2792120828307822,0.19999928374942513
minimal,6,30,36,0.5720800105854016,1.2792120828307822,0.19999928374942513
plays,1,32,33,-1.2877508240881301,-1.2681033385711244,1.0312272510492033
really,7,37,44,0.5166533441228713,1.253497890272709,0.16988352932251807
let,5,24,29,0.6126822596840071,1.246314588251391,0.24166583309741962
hit,3,55,58,-0.7311564971513205,-1.2332214464743831,0.3515107000467095
gains,2,43,45,-0.8902421068968458,-1.2307060138980974,0.5232480493783256
forward,6,31,37,0.5392134700904512,1.2089745104712206,0.19892399683366208
trademark,1,30,31,-1.2230600020600173,-1.2031839652934402,1.0333119602048288
showcased,3,54,57,-0.7127306098869539,-1.2015675487054807,0.35184747664677535
being,9,52,61,0.4278518399762916,1.1850926455731516,0.13034134615313528
much,8,45,53,0.45450663642539,1.1845527690559845,0.14722163386544548
off,5,76,81,-0.5439915093226215,-1.1782669420315595,0.21315565369869674
bursts,1,29,30,-1.189082308869736,-1.1691079975223393,1.0344620733231882
full,2,7,9,0.9278002600953039,1.1571717407216304,0.6428554667784007
slip,2,7,9,0.9278002600953039,1.1571717407216304,0.6428554667784007
rather,2,7,9,0.9278002600953039,1.1571717407216304,0.6428554667784007
nfl,2,7,9,0.9278002600953039,1.1571717407216304,0.6428554667784007
kind,2,7,9,0.9278002600953039,1.1571717407216304,0.6428554667784007
smith,2,7,9,0.9278002600953039,1.1571717407216304,0.6428554667784007
awareness,2,7,9,0.9278002600953039,1.1571717407216304,0.6428554667784007
hesitation,4,64,68,-0.595039437265001,-1.1545524806688612,0.26562206160344903
free,2,40,42,-0.8176917750643646,-1.128529655846759,0.5249927506211268
gaining,3,13,16,0.7144455881773846,1.1154295701050492,0.4102551206932396
hesitates,3,51,54,-0.6553419859710079,-1.103111417163488,0.3529370299920405
trust,6,84,90,-0.46169078411072206,-1.0925650995872576,0.17856969804163075
work,8,47,55,0.41086784483272076,1.0742754121928701,0.14627598674395434
great,6,33,39,0.4765396592430813,1.073742618498585,0.19696892621134524
left,3,50,53,-0.6354626338894178,-1.0690554077182974,0.35332926307353757
cut,6,83,89,-0.44963755735028066,-1.063614691407801,0.17871314792528292
gap,2,38,40,-0.7662453969508105,-1.056203320254617,0.5263088834385108
scrimmage,10,62,72,0.3572344080875043,1.0482957629581535,0.11612852349297922
keep,1,25,26,-1.0403577973482312,-1.0201635482162326,1.0399820653344258
run,5,27,32,0.4946692310182996,1.0160325653483497,0.23703612526701645
contact,7,41,48,0.4136920478552888,1.0115757366742935,0.1672466924471718
decisions,3,14,17,0.640261120280341,1.0063708405005596,0.40476054414472945
closes,2,8,10,0.7941925350706791,1.0045843948147148,0.6249981706327433
toward,2,8,10,0.7941925350706791,1.0045843948147148,0.6249981706327433
going,2,8,10,0.7941925350706791,1.0045843948147148,0.6249981706327433
impressive,4,59,63,-0.5133095605262215,-0.9934986834614881,0.2669464283305793
makes,1,24,25,-0.9994596911760096,-0.9792746118678243,1.0416494194405557
through,32,237,269,0.1810204299841187,0.9611733971292238,0.035469225065822695
trying,4,21,25,0.5226207556711415,0.9579814637643006,0.2976179324795364
moments,4,21,25,0.5226207556711415,0.9579814637643006,0.2976179324795364
backfield,5,28,33,0.4582249099513849,0.9438144161664006,0.23571334763866408
elevate,2,35,37,-0.6837777178427569,-0.9405150035985845,0.5285650373274847
back,9,57,66,0.3356597895101965,0.935808538458668,0.1286543956055327
allowing,5,68,73,-0.43215031985428176,-0.932641877190933,0.21470386048116089
burst,12,139,151,-0.27236216524737156,-0.9052281958648476,0.09052685037749263
quicker,3,15,18,0.5711917456473392,0.9031350656455527,0.39999856749885027
hands,1,22,23,-0.9122961088902732,-0.8922499695471178,1.045438672757364
sharpen,1,22,23,-0.9122961088902732,-0.8922499695471178,1.045438672757364
tackles,1,22,23,-0.9122961088902732,-0.8922499695471178,1.045438672757364
line,41,314,355,0.14775045052584668,0.8897593378826514,0.027574809355983977
especially,2,9,11,0.676333155664544,0.8651696865531143,0.6111091236510986
fights,2,9,11,0.676333155664544,0.8651696865531143,0.6111091236510986
turning,2,9,11,0.676333155664544,0.8651696865531143,0.6111091236510986
cutback,2,9,11,0.676333155664544,0.8651696865531143,0.6111091236510986
extra,2,33,35,-0.6247841937620366,-0.8579667476205345,0.5302969820701808
balance,2,32,34,-0.5939360320382008,-0.8148780204614448,0.5312441232068981
snap,7,85,92,-0.3187720427006564,-0.8106747062869741,0.15462054690231927
runs,1,20,21,-0.8168337478985936,-0.7971536178644377,1.0499855012422536
tight,4,23,27,0.43149575972641063,0.7965067302428077,0.2934770635336068
before,10,68,78,0.2643992642123205,0.7806717001071742,0.11470533354832084
missed,5,31,36,0.356212147776108,0.7391358649903743,0.23225704698595845
decent,2,10,12,0.5708962865461888,0.7370252564731063,0.5999978512482753
breaking,2,10,12,0.5708962865461888,0.7370252564731063,0.5999978512482753
situations,2,10,12,0.5708962865461888,0.7370252564731063,0.5999978512482753
wants,2,10,12,0.5708962865461888,0.7370252564731063,0.5999978512482753
slightly,2,10,12,0.5708962865461888,0.7370252564731063,0.5999978512482753
between,2,10,12,0.5708962865461888,0.7370252564731063,0.5999978512482753
pushing,2,10,12,0.5708962865461888,0.7370252564731063,0.5999978512482753
acceleration,2,30,32,-0.5292445227628111,-0.7247016687822181,0.5333277992648925
gets,8,54,62,0.2714933316581103,0.7166485513503028,0.143517836695643
swallowed,3,17,20,0.44587557525788135,0.7120076284968232,0.39215528463482574
substantial,1,4,5,0.7938206530734719,0.710015815990733,1.2499963412654866
immediately,1,4,5,0.7938206530734719,0.710015815990733,1.2499963412654866
use,1,4,5,0.7938206530734719,0.710015815990733,1.2499963412654866
look,1,4,5,0.7938206530734719,0.710015815990733,1.2499963412654866
navigating,1,4,5,0.7938206530734719,0.710015815990733,1.2499963412654866
jaguars,1,4,5,0.7938206530734719,0.710015815990733,1.2499963412654866
bounced,1,4,5,0.7938206530734719,0.710015815990733,1.2499963412654866
breakout,1,4,5,0.7938206530734719,0.710015815990733,1.2499963412654866
unable,1,4,5,0.7938206530734719,0.710015815990733,1.2499963412654866
couple,1,4,5,0.7938206530734719,0.710015815990733,1.2499963412654866
